indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of people (all ages) living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2022,,
Estimated number of people (all ages) living with HIV,Americas,United States of America,2022,,
Estimated number of people (all ages) living with HIV,Western Pacific,Vanuatu,2022,,
Estimated number of people (all ages) living with HIV,Africa,Comoros,2021,,200
Estimated number of people (all ages) living with HIV,Europe,Iceland,2021,,500
Estimated number of people (all ages) living with HIV,Europe,Montenegro,2021,,500
Estimated number of people (all ages) living with HIV,Africa,Zimbabwe,2021,,1300000
Estimated number of people (all ages) living with HIV,Africa,Zambia,2021,,1300000
Estimated number of people (all ages) living with HIV,Africa,Kenya,2021,,1400000
Estimated number of people (all ages) living with HIV,Africa,Uganda,2021,,1500000
Estimated number of people (all ages) living with HIV,Africa,United Republic of Tanzania,2021,,1700000
Estimated number of people (all ages) living with HIV,Europe,Kyrgyzstan,2021,,10000
Estimated number of people (all ages) living with HIV,Americas,Peru,2021,,100000
Estimated number of people (all ages) living with HIV,Africa,Malawi,2021,,1000000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Afghanistan,2021,,11000
Estimated number of people (all ages) living with HIV,Americas,Nicaragua,2021,,11000
Estimated number of people (all ages) living with HIV,Africa,Togo,2021,,110000
Estimated number of people (all ages) living with HIV,Africa,Chad,2021,,110000
Estimated number of people (all ages) living with HIV,Africa,Mauritius,2021,,12000
Estimated number of people (all ages) living with HIV,Africa,Mali,2021,,120000
Estimated number of people (all ages) living with HIV,Africa,Guinea,2021,,120000
Estimated number of people (all ages) living with HIV,Africa,Congo,2021,,120000
Estimated number of people (all ages) living with HIV,South-East Asia,Bhutan,2021,,1200
Estimated number of people (all ages) living with HIV,Americas,Argentina,2021,,130000
Estimated number of people (all ages) living with HIV,Africa,Eritrea,2021,,14000
Estimated number of people (all ages) living with HIV,Europe,Greece,2021,,14000
Estimated number of people (all ages) living with HIV,Europe,Tajikistan,2021,,14000
Estimated number of people (all ages) living with HIV,South-East Asia,Bangladesh,2021,,14000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Yemen,2021,,14000
Estimated number of people (all ages) living with HIV,Americas,Haiti,2021,,140000
Estimated number of people (all ages) living with HIV,Europe,Italy,2021,,140000
Estimated number of people (all ages) living with HIV,Western Pacific,Philippines,2021,,140000
Estimated number of people (all ages) living with HIV,Africa,South Sudan,2021,,140000
Estimated number of people (all ages) living with HIV,Europe,Slovakia,2021,,1400
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,United Arab Emirates,2021,,1400
Estimated number of people (all ages) living with HIV,Europe,Luxembourg,2021,,1400
Estimated number of people (all ages) living with HIV,Europe,Albania,2021,,1400
Estimated number of people (all ages) living with HIV,Americas,Uruguay,2021,,15000
Estimated number of people (all ages) living with HIV,Europe,Spain,2021,,150000
Estimated number of people (all ages) living with HIV,Europe,Republic of Moldova,2021,,16000
Estimated number of people (all ages) living with HIV,South-East Asia,Timor-Leste,2021,,1600
Estimated number of people (all ages) living with HIV,Europe,Romania,2021,,17000
Estimated number of people (all ages) living with HIV,Europe,Switzerland,2021,,17000
Estimated number of people (all ages) living with HIV,Europe,Croatia,2021,,1700
Estimated number of people (all ages) living with HIV,Americas,Costa Rica,2021,,18000
Estimated number of people (all ages) living with HIV,Western Pacific,Lao People's Democratic Republic,2021,,18000
Estimated number of people (all ages) living with HIV,Africa,Nigeria,2021,,2000000
Estimated number of people (all ages) living with HIV,Africa,Mozambique,2021,,2400000
Estimated number of people (all ages) living with HIV,Americas,Paraguay,2021,,20000
Estimated number of people (all ages) living with HIV,Americas,Honduras,2021,,20000
Estimated number of people (all ages) living with HIV,Europe,France,2021,,200000
Estimated number of people (all ages) living with HIV,Western Pacific,Fiji,2021,,2100
Estimated number of people (all ages) living with HIV,Americas,Barbados,2021,,2100
Estimated number of people (all ages) living with HIV,Americas,El Salvador,2021,,22000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Morocco,2021,,22000
Estimated number of people (all ages) living with HIV,Africa,Algeria,2021,,22000
Estimated number of people (all ages) living with HIV,Americas,Colombia,2021,,220000
Estimated number of people (all ages) living with HIV,Africa,Namibia,2021,,230000
Estimated number of people (all ages) living with HIV,Africa,Eswatini,2021,,230000
Estimated number of people (all ages) living with HIV,Africa,Rwanda,2021,,230000
Estimated number of people (all ages) living with HIV,Europe,Netherlands (Kingdom of the),2021,,24000
Estimated number of people (all ages) living with HIV,Europe,Ukraine,2021,,240000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Pakistan,2021,,240000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iraq,2021,,2400
Estimated number of people (all ages) living with HIV,Western Pacific,Viet Nam,2021,,250000
Estimated number of people (all ages) living with HIV,Americas,Jamaica,2021,,26000
Estimated number of people (all ages) living with HIV,Africa,Gambia,2021,,27000
Estimated number of people (all ages) living with HIV,Europe,Belarus,2021,,27000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Lebanon,2021,,2700
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Oman,2021,,2700
Estimated number of people (all ages) living with HIV,Americas,Panama,2021,,28000
Estimated number of people (all ages) living with HIV,South-East Asia,Myanmar,2021,,280000
Estimated number of people (all ages) living with HIV,Africa,Lesotho,2021,,280000
Estimated number of people (all ages) living with HIV,Americas,Bolivia (Plurinational State of),2021,,29000
Estimated number of people (all ages) living with HIV,Western Pacific,Australia,2021,,29000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Egypt,2021,,29000
Estimated number of people (all ages) living with HIV,South-East Asia,Nepal,2021,,30000
Estimated number of people (all ages) living with HIV,Africa,Niger,2021,,31000
Estimated number of people (all ages) living with HIV,Africa,Angola,2021,,320000
Estimated number of people (all ages) living with HIV,Americas,Guatemala,2021,,33000
Estimated number of people (all ages) living with HIV,Africa,Ghana,2021,,330000
Estimated number of people (all ages) living with HIV,Africa,Liberia,2021,,34000
Estimated number of people (all ages) living with HIV,Europe,Bulgaria,2021,,3400
Estimated number of people (all ages) living with HIV,Africa,Guinea-Bissau,2021,,35000
Estimated number of people (all ages) living with HIV,Europe,Lithuania,2021,,3500
Estimated number of people (all ages) living with HIV,Americas,Mexico,2021,,360000
Estimated number of people (all ages) living with HIV,Africa,Botswana,2021,,360000
Estimated number of people (all ages) living with HIV,Western Pacific,New Zealand,2021,,3600
Estimated number of people (all ages) living with HIV,Americas,Belize,2021,,3600
Estimated number of people (all ages) living with HIV,Europe,Kazakhstan,2021,,37000
Estimated number of people (all ages) living with HIV,Europe,Serbia,2021,,3700
Estimated number of people (all ages) living with HIV,Africa,Cabo Verde,2021,,3700
Estimated number of people (all ages) living with HIV,Europe,Czechia,2021,,3900
Estimated number of people (all ages) living with HIV,Americas,Cuba,2021,,41000
Estimated number of people (all ages) living with HIV,Africa,Senegal,2021,,41000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Sudan,2021,,42000
Estimated number of people (all ages) living with HIV,Americas,Bahamas,2021,,4200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2021,,43000
Estimated number of people (all ages) living with HIV,Africa,Cote d'Ivoire,2021,,430000
Estimated number of people (all ages) living with HIV,South-East Asia,Sri Lanka,2021,,4600
Estimated number of people (all ages) living with HIV,Europe,Portugal,2021,,47000
Estimated number of people (all ages) living with HIV,Americas,Ecuador,2021,,48000
Estimated number of people (all ages) living with HIV,Africa,Democratic Republic of the Congo,2021,,510000
Estimated number of people (all ages) living with HIV,Africa,Gabon,2021,,52000
Estimated number of people (all ages) living with HIV,Europe,Bosnia and Herzegovina,2021,,530
Estimated number of people (all ages) living with HIV,Europe,Armenia,2021,,5500
Estimated number of people (all ages) living with HIV,Europe,Uzbekistan,2021,,56000
Estimated number of people (all ages) living with HIV,South-East Asia,Indonesia,2021,,570000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Jordan,2021,,580
Estimated number of people (all ages) living with HIV,Europe,North Macedonia,2021,,580
Estimated number of people (all ages) living with HIV,South-East Asia,Thailand,2021,,590000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Syrian Arab Republic,2021,,610
Estimated number of people (all ages) living with HIV,Africa,Madagascar,2021,,62000
Estimated number of people (all ages) living with HIV,Africa,Ethiopia,2021,,620000
Estimated number of people (all ages) living with HIV,Europe,Denmark,2021,,6200
Estimated number of people (all ages) living with HIV,Africa,Mauritania,2021,,6300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Qatar,2021,,640
Estimated number of people (all ages) living with HIV,Western Pacific,Mongolia,2021,,640
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Libya,2021,,6400
Estimated number of people (all ages) living with HIV,Western Pacific,Papua New Guinea,2021,,67000
Estimated number of people (all ages) living with HIV,Europe,Latvia,2021,,6800
Estimated number of people (all ages) living with HIV,Africa,Benin,2021,,69000
Estimated number of people (all ages) living with HIV,Africa,South Africa,2021,,7500000
Estimated number of people (all ages) living with HIV,Americas,Suriname,2021,,7100
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Tunisia,2021,,7200
Estimated number of people (all ages) living with HIV,Europe,Ireland,2021,,7300
Estimated number of people (all ages) living with HIV,Europe,Estonia,2021,,7400
Estimated number of people (all ages) living with HIV,Africa,Sierra Leone,2021,,75000
Estimated number of people (all ages) living with HIV,Western Pacific,Cambodia,2021,,77000
Estimated number of people (all ages) living with HIV,Western Pacific,Singapore,2021,,7800
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Djibouti,2021,,7900
Estimated number of people (all ages) living with HIV,Americas,Dominican Republic,2021,,81000
Estimated number of people (all ages) living with HIV,Americas,Chile,2021,,82000
Estimated number of people (all ages) living with HIV,Africa,Burundi,2021,,82000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Kuwait,2021,,820
Estimated number of people (all ages) living with HIV,Europe,Georgia,2021,,8200
Estimated number of people (all ages) living with HIV,Europe,Malta,2021,,830
Estimated number of people (all ages) living with HIV,Western Pacific,Malaysia,2021,,85000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Somalia,2021,,8900
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Saudi Arabia,2021,,8900
Estimated number of people (all ages) living with HIV,Americas,Venezuela (Bolivarian Republic of),2021,,90000
Estimated number of people (all ages) living with HIV,Europe,Slovenia,2021,,900
Estimated number of people (all ages) living with HIV,Europe,Germany,2021,,91000
Estimated number of people (all ages) living with HIV,Europe,Israel,2021,,9100
Estimated number of people (all ages) living with HIV,Americas,Brazil,2021,,940000
Estimated number of people (all ages) living with HIV,Americas,Guyana,2021,,9700
Estimated number of people (all ages) living with HIV,Africa,Burkina Faso,2021,,99000
Estimated number of people (all ages) living with HIV,Europe,Azerbaijan,2021,,9900
Estimated number of people (all ages) living with HIV,Europe,Andorra,2021,,
Estimated number of people (all ages) living with HIV,Americas,Antigua and Barbuda,2021,,
Estimated number of people (all ages) living with HIV,Europe,Austria,2021,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Bahrain,2021,,
Estimated number of people (all ages) living with HIV,Europe,Belgium,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Brunei Darussalam,2021,,
Estimated number of people (all ages) living with HIV,Africa,Cameroon,2021,,
Estimated number of people (all ages) living with HIV,Americas,Canada,2021,,
Estimated number of people (all ages) living with HIV,Africa,Central African Republic,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,China,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Cook Islands,2021,,
Estimated number of people (all ages) living with HIV,Europe,Cyprus,2021,,
Estimated number of people (all ages) living with HIV,South-East Asia,Democratic People's Republic of Korea,2021,,
Estimated number of people (all ages) living with HIV,Americas,Dominica,2021,,
Estimated number of people (all ages) living with HIV,Africa,Equatorial Guinea,2021,,
Estimated number of people (all ages) living with HIV,Europe,Finland,2021,,
Estimated number of people (all ages) living with HIV,Americas,Grenada,2021,,
Estimated number of people (all ages) living with HIV,Europe,Hungary,2021,,
Estimated number of people (all ages) living with HIV,South-East Asia,India,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Japan,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Kiribati,2021,,
Estimated number of people (all ages) living with HIV,South-East Asia,Maldives,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Marshall Islands,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Micronesia (Federated States of),2021,,
Estimated number of people (all ages) living with HIV,Europe,Monaco,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Nauru,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Niue,2021,,
Estimated number of people (all ages) living with HIV,Europe,Norway,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Palau,2021,,
Estimated number of people (all ages) living with HIV,Europe,Poland,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Republic of Korea,2021,,
Estimated number of people (all ages) living with HIV,Europe,Russian Federation,2021,,
Estimated number of people (all ages) living with HIV,Americas,Saint Kitts and Nevis,2021,,
Estimated number of people (all ages) living with HIV,Americas,Saint Lucia,2021,,
Estimated number of people (all ages) living with HIV,Americas,Saint Vincent and the Grenadines,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Samoa,2021,,
Estimated number of people (all ages) living with HIV,Europe,San Marino,2021,,
Estimated number of people (all ages) living with HIV,Africa,Sao Tome and Principe,2021,,
Estimated number of people (all ages) living with HIV,Africa,Seychelles,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Solomon Islands,2021,,
Estimated number of people (all ages) living with HIV,Europe,Sweden,2021,,
Estimated number of people (all ages) living with HIV,Europe,Türkiye,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tonga,2021,,
Estimated number of people (all ages) living with HIV,Americas,Trinidad and Tobago,2021,,
Estimated number of people (all ages) living with HIV,Europe,Turkmenistan,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tuvalu,2021,,
Estimated number of people (all ages) living with HIV,Europe,United Kingdom of Great Britain and Northern Ireland,2021,,
Estimated number of people (all ages) living with HIV,Americas,United States of America,2021,,
Estimated number of people (all ages) living with HIV,Western Pacific,Vanuatu,2021,,
Estimated number of people (all ages) living with HIV,Africa,Comoros,2020,,200
Estimated number of people (all ages) living with HIV,Europe,Iceland,2020,,500
Estimated number of people (all ages) living with HIV,Europe,Montenegro,2020,,500
Estimated number of people (all ages) living with HIV,Europe,Bosnia and Herzegovina,2020,,500
Estimated number of people (all ages) living with HIV,Africa,Malawi,2020,,1000000
Estimated number of people (all ages) living with HIV,Africa,Zimbabwe,2020,,1300000
Estimated number of people (all ages) living with HIV,Africa,Zambia,2020,,1300000
Estimated number of people (all ages) living with HIV,Africa,Kenya,2020,,1500000
Estimated number of people (all ages) living with HIV,Africa,Uganda,2020,,1500000
Estimated number of people (all ages) living with HIV,Africa,United Republic of Tanzania,2020,,1600000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Afghanistan,2020,,10000
Estimated number of people (all ages) living with HIV,Americas,Nicaragua,2020,,10000
Estimated number of people (all ages) living with HIV,Africa,Burkina Faso,2020,,100000
Estimated number of people (all ages) living with HIV,Africa,Togo,2020,,110000
Estimated number of people (all ages) living with HIV,Africa,Chad,2020,,110000
Estimated number of people (all ages) living with HIV,Africa,Mauritius,2020,,12000
Estimated number of people (all ages) living with HIV,Western Pacific,Philippines,2020,,120000
Estimated number of people (all ages) living with HIV,Africa,Mali,2020,,120000
Estimated number of people (all ages) living with HIV,Africa,Guinea,2020,,120000
Estimated number of people (all ages) living with HIV,Africa,Congo,2020,,120000
Estimated number of people (all ages) living with HIV,South-East Asia,Bhutan,2020,,1200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Yemen,2020,,13000
Estimated number of people (all ages) living with HIV,Americas,Argentina,2020,,130000
Estimated number of people (all ages) living with HIV,Americas,Haiti,2020,,130000
Estimated number of people (all ages) living with HIV,Europe,Slovakia,2020,,1300
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,United Arab Emirates,2020,,1300
Estimated number of people (all ages) living with HIV,Europe,Luxembourg,2020,,1300
Estimated number of people (all ages) living with HIV,Europe,Greece,2020,,14000
Estimated number of people (all ages) living with HIV,Africa,Eritrea,2020,,14000
Estimated number of people (all ages) living with HIV,Americas,Uruguay,2020,,14000
Estimated number of people (all ages) living with HIV,Europe,Tajikistan,2020,,14000
Estimated number of people (all ages) living with HIV,South-East Asia,Bangladesh,2020,,14000
Estimated number of people (all ages) living with HIV,Europe,Italy,2020,,140000
Estimated number of people (all ages) living with HIV,Africa,South Sudan,2020,,140000
Estimated number of people (all ages) living with HIV,Europe,Albania,2020,,1400
Estimated number of people (all ages) living with HIV,Europe,Spain,2020,,150000
Estimated number of people (all ages) living with HIV,South-East Asia,Timor-Leste,2020,,1500
Estimated number of people (all ages) living with HIV,Europe,Republic of Moldova,2020,,16000
Estimated number of people (all ages) living with HIV,Americas,Costa Rica,2020,,17000
Estimated number of people (all ages) living with HIV,Western Pacific,Lao People's Democratic Republic,2020,,17000
Estimated number of people (all ages) living with HIV,Europe,Romania,2020,,17000
Estimated number of people (all ages) living with HIV,Europe,Switzerland,2020,,17000
Estimated number of people (all ages) living with HIV,Europe,Croatia,2020,,1700
Estimated number of people (all ages) living with HIV,Europe,France,2020,,190000
Estimated number of people (all ages) living with HIV,Western Pacific,Fiji,2020,,1900
Estimated number of people (all ages) living with HIV,Africa,Nigeria,2020,,2000000
Estimated number of people (all ages) living with HIV,Africa,Mozambique,2020,,2300000
Estimated number of people (all ages) living with HIV,Americas,Paraguay,2020,,20000
Estimated number of people (all ages) living with HIV,Americas,Honduras,2020,,20000
Estimated number of people (all ages) living with HIV,Africa,Algeria,2020,,21000
Estimated number of people (all ages) living with HIV,Americas,Colombia,2020,,210000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iraq,2020,,2100
Estimated number of people (all ages) living with HIV,Americas,Barbados,2020,,2100
Estimated number of people (all ages) living with HIV,Americas,El Salvador,2020,,22000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Morocco,2020,,22000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Pakistan,2020,,220000
Estimated number of people (all ages) living with HIV,Africa,Namibia,2020,,230000
Estimated number of people (all ages) living with HIV,Europe,Netherlands (Kingdom of the),2020,,24000
Estimated number of people (all ages) living with HIV,Europe,Ukraine,2020,,240000
Estimated number of people (all ages) living with HIV,Africa,Eswatini,2020,,240000
Estimated number of people (all ages) living with HIV,Africa,Rwanda,2020,,240000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Egypt,2020,,25000
Estimated number of people (all ages) living with HIV,Western Pacific,Viet Nam,2020,,250000
Estimated number of people (all ages) living with HIV,Americas,Jamaica,2020,,26000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Lebanon,2020,,2600
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Oman,2020,,2600
Estimated number of people (all ages) living with HIV,Europe,Belarus,2020,,27000
Estimated number of people (all ages) living with HIV,Africa,Gambia,2020,,27000
Estimated number of people (all ages) living with HIV,South-East Asia,Myanmar,2020,,270000
Estimated number of people (all ages) living with HIV,Americas,Bolivia (Plurinational State of),2020,,28000
Estimated number of people (all ages) living with HIV,Americas,Panama,2020,,28000
Estimated number of people (all ages) living with HIV,Western Pacific,Australia,2020,,28000
Estimated number of people (all ages) living with HIV,Africa,Lesotho,2020,,280000
Estimated number of people (all ages) living with HIV,South-East Asia,Nepal,2020,,30000
Estimated number of people (all ages) living with HIV,Africa,Niger,2020,,31000
Estimated number of people (all ages) living with HIV,Africa,Angola,2020,,320000
Estimated number of people (all ages) living with HIV,Europe,Bulgaria,2020,,3200
Estimated number of people (all ages) living with HIV,Americas,Guatemala,2020,,33000
Estimated number of people (all ages) living with HIV,Africa,Ghana,2020,,330000
Estimated number of people (all ages) living with HIV,Americas,Mexico,2020,,340000
Estimated number of people (all ages) living with HIV,Europe,Lithuania,2020,,3400
Estimated number of people (all ages) living with HIV,Africa,Liberia,2020,,35000
Estimated number of people (all ages) living with HIV,Europe,Kazakhstan,2020,,35000
Estimated number of people (all ages) living with HIV,Africa,Guinea-Bissau,2020,,35000
Estimated number of people (all ages) living with HIV,Europe,Serbia,2020,,3500
Estimated number of people (all ages) living with HIV,Western Pacific,New Zealand,2020,,3500
Estimated number of people (all ages) living with HIV,Africa,Cabo Verde,2020,,3500
Estimated number of people (all ages) living with HIV,Africa,Botswana,2020,,360000
Estimated number of people (all ages) living with HIV,Americas,Belize,2020,,3600
Estimated number of people (all ages) living with HIV,Europe,Czechia,2020,,3700
Estimated number of people (all ages) living with HIV,Americas,Cuba,2020,,39000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Sudan,2020,,40000
Estimated number of people (all ages) living with HIV,Africa,Senegal,2020,,40000
Estimated number of people (all ages) living with HIV,Americas,Bahamas,2020,,4200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Iran (Islamic Republic of),2020,,43000
Estimated number of people (all ages) living with HIV,Africa,Cote d'Ivoire,2020,,440000
Estimated number of people (all ages) living with HIV,Europe,Portugal,2020,,46000
Estimated number of people (all ages) living with HIV,Americas,Ecuador,2020,,46000
Estimated number of people (all ages) living with HIV,South-East Asia,Sri Lanka,2020,,4600
Estimated number of people (all ages) living with HIV,Africa,Democratic Republic of the Congo,2020,,500000
Estimated number of people (all ages) living with HIV,Africa,Gabon,2020,,52000
Estimated number of people (all ages) living with HIV,Europe,Armenia,2020,,5200
Estimated number of people (all ages) living with HIV,Europe,Uzbekistan,2020,,54000
Estimated number of people (all ages) living with HIV,Europe,North Macedonia,2020,,550
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Jordan,2020,,560
Estimated number of people (all ages) living with HIV,Africa,Madagascar,2020,,57000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Syrian Arab Republic,2020,,570
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Qatar,2020,,570
Estimated number of people (all ages) living with HIV,South-East Asia,Indonesia,2020,,570000
Estimated number of people (all ages) living with HIV,South-East Asia,Thailand,2020,,590000
Estimated number of people (all ages) living with HIV,Western Pacific,Papua New Guinea,2020,,62000
Estimated number of people (all ages) living with HIV,Western Pacific,Mongolia,2020,,620
Estimated number of people (all ages) living with HIV,Africa,Ethiopia,2020,,620000
Estimated number of people (all ages) living with HIV,Europe,Denmark,2020,,6200
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Libya,2020,,6200
Estimated number of people (all ages) living with HIV,Americas,Canada,2020,,63000
Estimated number of people (all ages) living with HIV,Africa,Mauritania,2020,,6400
Estimated number of people (all ages) living with HIV,Europe,Latvia,2020,,6700
Estimated number of people (all ages) living with HIV,Africa,Benin,2020,,69000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Tunisia,2020,,6900
Estimated number of people (all ages) living with HIV,Americas,Suriname,2020,,6900
Estimated number of people (all ages) living with HIV,Africa,South Africa,2020,,7400000
Estimated number of people (all ages) living with HIV,Europe,Ireland,2020,,7100
Estimated number of people (all ages) living with HIV,Africa,Sierra Leone,2020,,73000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Kuwait,2020,,730
Estimated number of people (all ages) living with HIV,Europe,Estonia,2020,,7400
Estimated number of people (all ages) living with HIV,Western Pacific,Singapore,2020,,7600
Estimated number of people (all ages) living with HIV,Americas,Chile,2020,,78000
Estimated number of people (all ages) living with HIV,Western Pacific,Cambodia,2020,,78000
Estimated number of people (all ages) living with HIV,Europe,Malta,2020,,780
Estimated number of people (all ages) living with HIV,Europe,Georgia,2020,,7800
Estimated number of people (all ages) living with HIV,Americas,Dominican Republic,2020,,79000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Saudi Arabia,2020,,8100
Estimated number of people (all ages) living with HIV,Africa,Burundi,2020,,82000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Djibouti,2020,,8200
Estimated number of people (all ages) living with HIV,Western Pacific,Malaysia,2020,,85000
Estimated number of people (all ages) living with HIV,Europe,Slovenia,2020,,870
Estimated number of people (all ages) living with HIV,Europe,Germany,2020,,89000
Estimated number of people (all ages) living with HIV,Americas,Venezuela (Bolivarian Republic of),2020,,89000
Estimated number of people (all ages) living with HIV,Europe,Israel,2020,,8900
Estimated number of people (all ages) living with HIV,Americas,Brazil,2020,,910000
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Somalia,2020,,9300
Estimated number of people (all ages) living with HIV,Americas,Guyana,2020,,9500
Estimated number of people (all ages) living with HIV,Americas,Peru,2020,,97000
Estimated number of people (all ages) living with HIV,Europe,Azerbaijan,2020,,9700
Estimated number of people (all ages) living with HIV,Europe,Kyrgyzstan,2020,,9900
Estimated number of people (all ages) living with HIV,Europe,Andorra,2020,,
Estimated number of people (all ages) living with HIV,Americas,Antigua and Barbuda,2020,,
Estimated number of people (all ages) living with HIV,Europe,Austria,2020,,
Estimated number of people (all ages) living with HIV,Eastern Mediterranean,Bahrain,2020,,
Estimated number of people (all ages) living with HIV,Europe,Belgium,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Brunei Darussalam,2020,,
Estimated number of people (all ages) living with HIV,Africa,Cameroon,2020,,
Estimated number of people (all ages) living with HIV,Africa,Central African Republic,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,China,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Cook Islands,2020,,
Estimated number of people (all ages) living with HIV,Europe,Cyprus,2020,,
Estimated number of people (all ages) living with HIV,South-East Asia,Democratic People's Republic of Korea,2020,,
Estimated number of people (all ages) living with HIV,Americas,Dominica,2020,,
Estimated number of people (all ages) living with HIV,Africa,Equatorial Guinea,2020,,
Estimated number of people (all ages) living with HIV,Europe,Finland,2020,,
Estimated number of people (all ages) living with HIV,Americas,Grenada,2020,,
Estimated number of people (all ages) living with HIV,Europe,Hungary,2020,,
Estimated number of people (all ages) living with HIV,South-East Asia,India,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Japan,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Kiribati,2020,,
Estimated number of people (all ages) living with HIV,South-East Asia,Maldives,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Marshall Islands,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Micronesia (Federated States of),2020,,
Estimated number of people (all ages) living with HIV,Europe,Monaco,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Nauru,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Niue,2020,,
Estimated number of people (all ages) living with HIV,Europe,Norway,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Palau,2020,,
Estimated number of people (all ages) living with HIV,Europe,Poland,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Republic of Korea,2020,,
Estimated number of people (all ages) living with HIV,Europe,Russian Federation,2020,,
Estimated number of people (all ages) living with HIV,Americas,Saint Kitts and Nevis,2020,,
Estimated number of people (all ages) living with HIV,Americas,Saint Lucia,2020,,
Estimated number of people (all ages) living with HIV,Americas,Saint Vincent and the Grenadines,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Samoa,2020,,
Estimated number of people (all ages) living with HIV,Europe,San Marino,2020,,
Estimated number of people (all ages) living with HIV,Africa,Sao Tome and Principe,2020,,
Estimated number of people (all ages) living with HIV,Africa,Seychelles,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Solomon Islands,2020,,
Estimated number of people (all ages) living with HIV,Europe,Sweden,2020,,
Estimated number of people (all ages) living with HIV,Europe,Türkiye,2020,,
Estimated number of people (all ages) living with HIV,Western Pacific,Tonga,2020,,
Estimated number of people (all ages) living with HIV,Americas,Trinidad and Tobago,2020,,
