indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,2021,,13000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,2021,,160000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,2021,,160000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,2021,,17000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guatemala,2021,,1900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ghana,2021,,20000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Africa,2021,,200000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gambia,2021,,2000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cote d'Ivoire,2021,,21000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cambodia,2021,,2400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Senegal,2021,,2400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea-Bissau,2021,,2500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gabon,2021,,2600
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,2021,,2900
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominican Republic,2021,,3100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Thailand,2021,,3100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Liberia,2021,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Mexico,2021,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Madagascar,2021,,3300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Niger,2021,,3300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ethiopia,2021,,34000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Angola,2021,,35000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Sudan,2021,,4200
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Papua New Guinea,2021,,4200
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Uzbekistan,2021,,4300
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Viet Nam,2021,,4400
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Venezuela (Bolivarian Republic of),2021,,4600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burundi,2021,,4700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Democratic Republic of the Congo,2021,,51000
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kazakhstan,2021,,530
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,2021,,570
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,2021,,62000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Lao People's Democratic Republic,2021,,620
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Haiti,2021,,6200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zambia,2021,,64000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,2021,,6500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Pakistan,2021,,6500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sierra Leone,2021,,6600
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,2021,,710
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,2021,,7100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,2021,,7200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bolivia (Plurinational State of),2021,,750
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,2021,,7600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,2021,,77000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,2021,,820
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,2021,,83000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,2021,,8400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,2021,,85000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,2021,,860
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,2021,,8700
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Yemen,2021,,880
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Myanmar,2021,,8800
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,2021,,89000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iran (Islamic Republic of),2021,,910
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Tajikistan,2021,,910
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Morocco,2021,,920
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Albania,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Andorra,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Antigua and Barbuda,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Argentina,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Australia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Austria,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bahamas,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Bahrain,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Barbados,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belarus,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belgium,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bhutan,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bosnia and Herzegovina,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Brazil,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Brunei Darussalam,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bulgaria,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cameroon,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Canada,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Central African Republic,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,China,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Colombia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Comoros,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cook Islands,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Croatia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Cyprus,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Czechia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Democratic People's Republic of Korea,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Denmark,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominica,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Equatorial Guinea,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Estonia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Finland,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,France,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Germany,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Greece,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Romania,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Russian Federation,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Kitts and Nevis,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Lucia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Saint Vincent and the Grenadines,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Samoa,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,San Marino,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sao Tome and Principe,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Saudi Arabia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Serbia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Seychelles,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Singapore,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovakia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Slovenia,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Solomon Islands,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Spain,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Sri Lanka,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Sweden,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Switzerland,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Syrian Arab Republic,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Türkiye,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Timor-Leste,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tonga,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Trinidad and Tobago,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Turkmenistan,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Tuvalu,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,United Arab Emirates,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,United Kingdom of Great Britain and Northern Ireland,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,United States of America,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Vanuatu,2021,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Armenia,2020,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cabo Verde,2020,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Georgia,2020,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritius,2020,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Belize,2020,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Fiji,2020,,100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Azerbaijan,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Costa Rica,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Cuba,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Libya,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Suriname,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Chile,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Tunisia,2020,,200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Nicaragua,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Republic of Moldova,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Uruguay,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Afghanistan,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bangladesh,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,El Salvador,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Malaysia,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Panama,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Paraguay,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Jamaica,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mauritania,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guyana,2020,,500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Congo,2020,,10000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Rwanda,2020,,10000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Algeria,2020,,1000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea,2020,,11000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Ecuador,2020,,1100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burkina Faso,2020,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mali,2020,,12000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Chad,2020,,13000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Nepal,2020,,1300
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Somalia,2020,,1300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Sudan,2020,,14000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,2020,,160000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Indonesia,2020,,17000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Nigeria,2020,,170000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Guatemala,2020,,2000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ghana,2020,,21000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gambia,2020,,2100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,South Africa,2020,,220000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cote d'Ivoire,2020,,24000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea-Bissau,2020,,2600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Senegal,2020,,2600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Gabon,2020,,2700
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cambodia,2020,,2700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Madagascar,2020,,3100
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ukraine,2020,,3100
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominican Republic,2020,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Mexico,2020,,3200
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Niger,2020,,3400
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Liberia,2020,,3500
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Angola,2020,,36000
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Thailand,2020,,3600
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ethiopia,2020,,37000
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Papua New Guinea,2020,,4000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Sudan,2020,,4100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Viet Nam,2020,,4600
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Venezuela (Bolivarian Republic of),2020,,4800
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Uzbekistan,2020,,4800
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Burundi,2020,,5000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Democratic Republic of the Congo,2020,,51000
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kyrgyzstan,2020,,510
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Djibouti,2020,,530
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kazakhstan,2020,,560
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Lao People's Democratic Republic,2020,,610
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Haiti,2020,,6100
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Pakistan,2020,,6100
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,2020,,640
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Egypt,2020,,640
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zambia,2020,,67000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Malawi,2020,,68000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Sierra Leone,2020,,6900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Botswana,2020,,7100
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Philippines,2020,,730
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Togo,2020,,7600
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bolivia (Plurinational State of),2020,,770
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eswatini,2020,,7900
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,United Republic of Tanzania,2020,,81000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Benin,2020,,8100
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Myanmar,2020,,8400
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Yemen,2020,,850
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,2020,,89000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Honduras,2020,,900
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iran (Islamic Republic of),2020,,910
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Tajikistan,2020,,920
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Zimbabwe,2020,,93000
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Morocco,2020,,930
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,2020,,9300
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,2020,,97000
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Albania,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Andorra,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Antigua and Barbuda,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Argentina,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Australia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Austria,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bahamas,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Bahrain,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Barbados,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belarus,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belgium,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bhutan,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bosnia and Herzegovina,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Brazil,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Brunei Darussalam,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bulgaria,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cameroon,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Canada,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Central African Republic,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,China,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Colombia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Comoros,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cook Islands,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Croatia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Cyprus,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Czechia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Democratic People's Republic of Korea,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Denmark,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominica,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Equatorial Guinea,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Estonia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Finland,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,France,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Germany,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Greece,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Qatar,2020,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Republic of Korea,2020,,
